Nome da instituicao;Sigla da instituicao;Nome da base de dados;Sigla da base de dados;Responsavel pelo registro;Numero do registro no portal;Numero do registro na base de dados;Data do registro;Data do evento;Data de Carencia;Nome cientifico;Nome comum;Nome cientifico na base de dados;Nivel taxonomico;Numero de individuos;Reino;Filo;Classe;Ordem;Familia;Genero;Especie;Estado de conservacao;Categoria de Ameaca;Localidade;Pais;Estado/Provincia;Municipio;Status de Sensibilidade;Latitude;Longitude;Outras informacoes da localidade;Jurisdicao;Destino do Material
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;945255;Nº Da Autorização/Licença Sisbio: 22273;31/10/2014;01/11/2014 a 01/11/2014;04/08/2015;Alpheus peasei;Camarão-estalo;Alpheus peasei;species;1;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Alpheus;Alpheus peasei;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.4945;-29.342472;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;945256;Nº Da Autorização/Licença Sisbio: 22273;31/10/2014;01/11/2014 a 01/11/2014;04/08/2015;Alpheus peasei;Camarão-estalo;Alpheus peasei;species;1;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Alpheus;Alpheus peasei;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.4945;-29.342472;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;945257;Nº Da Autorização/Licença Sisbio: 22273;21/06/2012;22/06/2012 a 22/06/2012;04/08/2015;Alpheus peasei;Camarão-estalo;Alpheus peasei;species;1;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Alpheus;Alpheus peasei;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.492306;-29.342389;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;945258;Nº Da Autorização/Licença Sisbio: 22273;13/05/2014;14/05/2014 a 14/05/2014;04/08/2015;Alpheus peasei;Camarão-estalo;Alpheus peasei;species;1;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Alpheus;Alpheus peasei;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.505806;-29.312139;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;945259;Nº Da Autorização/Licença Sisbio: 22273;02/07/2012;03/07/2012 a 03/07/2012;04/08/2015;Alpheus peasei;Camarão-estalo;Alpheus peasei;species;5;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Alpheus;Alpheus peasei;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.50725;-29.312278;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;945260;Nº Da Autorização/Licença Sisbio: 22273;19/05/2014;20/05/2014 a 20/05/2014;04/08/2015;Alpheus peasei;Camarão-estalo;Alpheus peasei;species;1;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Alpheus;Alpheus peasei;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.505194;-29.308778;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;945261;Nº Da Autorização/Licença Sisbio: 22273;19/05/2014;20/05/2014 a 20/05/2014;04/08/2015;Alpheus peasei;Camarão-estalo;Alpheus peasei;species;1;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Alpheus;Alpheus peasei;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.487444;-29.337194;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;945262;Nº Da Autorização/Licença Sisbio: 22273;02/07/2012;03/07/2012 a 03/07/2012;04/08/2015;Alpheus peasei;Camarão-estalo;Alpheus peasei;species;7;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Alpheus;Alpheus peasei;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.488528;-29.338417;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;945263;Nº Da Autorização/Licença Sisbio: 22273;05/11/2014;06/11/2014 a 06/11/2014;04/08/2015;Alpheus peasei;Camarão-estalo;Alpheus peasei;species;2;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Alpheus;Alpheus peasei;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.526194;-29.324417;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;945264;Nº Da Autorização/Licença Sisbio: 22273;15/06/2012;16/06/2012 a 16/06/2012;04/08/2015;Alpheus peasei;Camarão-estalo;Alpheus peasei;species;4;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Alpheus;Alpheus peasei;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.522889;-29.331111;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;945265;Nº Da Autorização/Licença Sisbio: 22273;04/05/2014;05/05/2014 a 05/05/2014;04/08/2015;Alpheus peasei;Camarão-estalo;Alpheus peasei;species;5;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Alpheus;Alpheus peasei;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.522889;-29.331111;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;945266;Nº Da Autorização/Licença Sisbio: 22273;27/04/2014;28/04/2014 a 28/04/2014;04/08/2015;Alpheus peasei;Camarão-estalo;Alpheus peasei;species;5;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Alpheus;Alpheus peasei;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.492222;-29.329583;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;945267;Nº Da Autorização/Licença Sisbio: 22273;19/11/2014;20/11/2014 a 20/11/2014;04/08/2015;Alpheus peasei;Camarão-estalo;Alpheus peasei;species;1;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Alpheus;Alpheus peasei;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.502861;-29.343361;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;945275;Nº Da Autorização/Licença Sisbio: 22273;25/06/2012;26/06/2012 a 26/06/2012;04/08/2015;Metalpheus rostratipes;Sem Informações;Metalpheus rostratipes;species;8;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Metalpheus;Metalpheus rostratipes;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.517028;-29.299139;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;945276;Nº Da Autorização/Licença Sisbio: 22273;10/07/2012;11/07/2012 a 11/07/2012;04/08/2015;Metalpheus rostratipes;Sem Informações;Metalpheus rostratipes;species;2;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Metalpheus;Metalpheus rostratipes;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.517028;-29.299139;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;945277;Nº Da Autorização/Licença Sisbio: 22273;11/07/2012;12/07/2012 a 12/07/2012;04/08/2015;Metalpheus rostratipes;Sem Informações;Metalpheus rostratipes;species;12;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Metalpheus;Metalpheus rostratipes;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.515444;-29.339361;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;945278;Nº Da Autorização/Licença Sisbio: 22273;17/07/2012;18/07/2012 a 18/07/2012;04/08/2015;Metalpheus rostratipes;Sem Informações;Metalpheus rostratipes;species;4;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Metalpheus;Metalpheus rostratipes;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.505806;-29.312139;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;945279;Nº Da Autorização/Licença Sisbio: 22273;25/06/2012;26/06/2012 a 26/06/2012;04/08/2015;Metalpheus rostratipes;Sem Informações;Metalpheus rostratipes;species;2;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Metalpheus;Metalpheus rostratipes;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.505417;-29.313139;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;945280;Nº Da Autorização/Licença Sisbio: 22273;11/06/2012;12/06/2012 a 12/06/2012;04/08/2015;Metalpheus rostratipes;Sem Informações;Metalpheus rostratipes;species;1;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Metalpheus;Metalpheus rostratipes;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.489472;-29.334194;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;945281;Nº Da Autorização/Licença Sisbio: 22273;20/05/2014;21/05/2014 a 21/05/2014;04/08/2015;Metalpheus rostratipes;Sem Informações;Metalpheus rostratipes;species;1;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Metalpheus;Metalpheus rostratipes;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.487444;-29.337194;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;945282;Nº Da Autorização/Licença Sisbio: 22273;04/07/2013;05/07/2013 a 05/07/2013;04/08/2015;Metalpheus rostratipes;Sem Informações;Metalpheus rostratipes;species;1;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Metalpheus;Metalpheus rostratipes;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.512694;-29.306083;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;945283;Nº Da Autorização/Licença Sisbio: 22273;14/07/2013;15/07/2013 a 15/07/2013;04/08/2015;Metalpheus rostratipes;Sem Informações;Metalpheus rostratipes;species;1;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Metalpheus;Metalpheus rostratipes;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.524944;-29.328861;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;945284;Nº Da Autorização/Licença Sisbio: 22273;15/06/2012;16/06/2012 a 16/06/2012;04/08/2015;Metalpheus rostratipes;Sem Informações;Metalpheus rostratipes;species;3;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Metalpheus;Metalpheus rostratipes;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.502861;-29.343361;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;945285;Nº Da Autorização/Licença Sisbio: 22273;29/06/2013;30/06/2013 a 30/06/2013;04/08/2015;Metalpheus rostratipes;Sem Informações;Metalpheus rostratipes;species;1;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Metalpheus;Metalpheus rostratipes;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.502861;-29.343361;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;945286;Nº Da Autorização/Licença Sisbio: 22273;27/04/2014;28/04/2014 a 28/04/2014;04/08/2015;Metalpheus rostratipes;Sem Informações;Metalpheus rostratipes;species;1;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Metalpheus;Metalpheus rostratipes;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.492222;-29.329611;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;945287;Nº Da Autorização/Licença Sisbio: 22273;05/09/2014;06/09/2014 a 06/09/2014;04/08/2015;Metalpheus rostratipes;Sem Informações;Metalpheus rostratipes;species;3;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Metalpheus;Metalpheus rostratipes;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.526194;-29.324417;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;945406;Nº Da Autorização/Licença Sisbio: 22273;10/11/2014;11/11/2014 a 11/11/2014;04/08/2015;Synalpheus agelas;Sem Informações;Synalpheus agelas;species;1;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Synalpheus;Synalpheus agelas;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.509583;-29.341528;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;948879;Nº Da Autorização/Licença Sisbio: 22273;16/02/2012;17/02/2012 a 17/02/2012;04/08/2015;Automate dolichognatha;Sem Informações;Automate dolichognatha;species;1;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Automate;Automate dolichognatha;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.52875;-29.324469;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;948880;Nº Da Autorização/Licença Sisbio: 22273;09/07/2015;10/07/2015 a 10/07/2015;04/08/2015;Synalpheus sanctithomae;Camarão-estalo;Synalpheus sanctithomae;species;2;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Synalpheus;Synalpheus sanctithomae;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.526192;-29.324417;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;948881;Nº Da Autorização/Licença Sisbio: 22273;09/07/2015;10/07/2015 a 10/07/2015;04/08/2015;Synalpheus sanctithomae;Camarão-estalo;Synalpheus sanctithomae;species;4;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Synalpheus;Synalpheus sanctithomae;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.526192;-29.324417;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;948882;Nº Da Autorização/Licença Sisbio: 22273;05/11/2014;06/11/2014 a 06/11/2014;04/08/2015;Synalpheus sanctithomae;Camarão-estalo;Synalpheus sanctithomae;species;2;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Synalpheus;Synalpheus sanctithomae;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.526192;-29.324417;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;948883;Nº Da Autorização/Licença Sisbio: 22273;21/11/2014;22/11/2014 a 22/11/2014;04/08/2015;Synalpheus sanctithomae;Camarão-estalo;Synalpheus sanctithomae;species;1;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Synalpheus;Synalpheus sanctithomae;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.505806;-29.312139;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;948884;Nº Da Autorização/Licença Sisbio: 22273;05/06/2014;06/06/2014 a 06/06/2014;04/08/2015;Synalpheus townsendi;Camarão-estalo;Synalpheus townsendi;species;1;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Synalpheus;Synalpheus townsendi;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.526192;-29.324417;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;948885;Nº Da Autorização/Licença Sisbio: 22273;03/07/2012;04/07/2012 a 04/07/2012;04/08/2015;Synalpheus townsendi;Camarão-estalo;Synalpheus townsendi;species;1;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Synalpheus;Synalpheus townsendi;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.496219;-29.343167;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;948886;Nº Da Autorização/Licença Sisbio: 22273;20/05/2014;21/05/2014 a 21/05/2014;04/08/2015;Synalpheus townsendi;Camarão-estalo;Synalpheus townsendi;species;1;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Synalpheus;Synalpheus townsendi;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.487442;-29.337192;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;948887;Nº Da Autorização/Licença Sisbio: 22273;11/07/2012;12/07/2012 a 12/07/2012;04/08/2015;Synalpheus townsendi;Camarão-estalo;Synalpheus townsendi;species;2;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Synalpheus;Synalpheus townsendi;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.507358;-29.346667;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;948888;Nº Da Autorização/Licença Sisbio: 22273;01/07/2012;02/07/2012 a 02/07/2012;04/08/2015;Synalpheus townsendi;Camarão-estalo;Synalpheus townsendi;species;1;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Synalpheus;Synalpheus townsendi;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.524942;-29.328858;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;948889;Nº Da Autorização/Licença Sisbio: 22273;05/11/2014;06/11/2014 a 06/11/2014;04/08/2015;Synalpheus townsendi;Camarão-estalo;Synalpheus townsendi;species;1;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Synalpheus;Synalpheus townsendi;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.526192;-29.324417;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;948890;Nº Da Autorização/Licença Sisbio: 22273;21/06/2012;22/06/2012 a 22/06/2012;04/08/2015;Synalpheus townsendi;Camarão-estalo;Synalpheus townsendi;species;6;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Synalpheus;Synalpheus townsendi;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.507358;-29.346667;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;948891;Nº Da Autorização/Licença Sisbio: 22273;10/07/2013;11/07/2013 a 11/07/2013;04/08/2015;Synalpheus townsendi;Camarão-estalo;Synalpheus townsendi;species;1;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Synalpheus;Synalpheus townsendi;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.504917;-29.31575;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;948892;Nº Da Autorização/Licença Sisbio: 22273;31/03/2014;01/04/2014 a 01/04/2014;04/08/2015;Synalpheus townsendi;Camarão-estalo;Synalpheus townsendi;species;1;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Synalpheus;Synalpheus townsendi;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.4945;-29.342469;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;948893;Nº Da Autorização/Licença Sisbio: 22273;08/07/2012;09/07/2012 a 09/07/2012;04/08/2015;Synalpheus townsendi;Camarão-estalo;Synalpheus townsendi;species;1;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Synalpheus;Synalpheus townsendi;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.522889;-29.331108;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;948894;Nº Da Autorização/Licença Sisbio: 22273;05/11/2014;06/11/2014 a 06/11/2014;04/08/2015;Synalpheus townsendi;Camarão-estalo;Synalpheus townsendi;species;1;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Synalpheus;Synalpheus townsendi;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.526192;-29.324417;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcos Domingos Siqueira Tavares;948895;Nº Da Autorização/Licença Sisbio: 22273;31/10/2014;01/11/2014 a 01/11/2014;04/08/2015;Synalpheus townsendi;Camarão-estalo;Synalpheus townsendi;species;1;Sem Informações;Arthropoda;Malacostraca;Decapoda;Alpheidae;Synalpheus;Synalpheus townsendi;Espécie não Ameaçada;Sem Informações;Ilha De Trindade;Brasil;ES;Vitoria;Espécie não Sensível;-20.4945;-29.342469;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
